row_id,order_id,order_date,ship_date,ship_mode,customer_id,customer_name,segment,country,city,state,postal_code,region,product_id,category,sub-category,product_name,sales,shipping_days
131,us-2018-164147,2018-02-02,2018-05-02,First Class,DW-13585,dorothy wardle,Corporate,United States,Columbus,Ohio,43229,East,TEC-PH-10002293,Technology,Phones,anker 36w 4-port usb wall charger travel power adapter for iphone 5s 5c 5,59.97,89.0
132,us-2018-164147,2018-02-02,2018-05-02,First Class,DW-13585,dorothy wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-PA-10002377,Office Supplies,Paper,xerox 1916,78.304,89.0
133,us-2018-164147,2018-02-02,2018-05-02,First Class,DW-13585,dorothy wardle,Corporate,United States,Columbus,Ohio,43229,East,OFF-FA-10002780,Office Supplies,Fasteners,staples,21.456,89.0
141,ca-2017-110366,2017-05-09,2017-07-09,Second Class,JD-15895,jonathan doherty,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10004848,Furniture,Furnishings,"howard miller 13-3/4"" diameter brushed chrome round wall clock",82.8,61.0
146,ca-2016-110744,2016-07-09,2016-12-09,Standard Class,HA-14920,helen andreada,Consumer,United States,Pasadena,California,91104,West,OFF-ST-10003656,Office Supplies,Storage,safco industrial wire shelving,671.93,153.0
148,ca-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,justin ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10000215,Technology,Phones,plantronics cordlessâ phone headsetâ with in-line volume - m214c,384.45,123.0
149,ca-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,justin ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,TEC-PH-10001448,Technology,Phones,anker astro 15000mah usb portable charger,149.97,123.0
150,ca-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,justin ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,FUR-CH-10000454,Furniture,Chairs,"hon deluxe fabric upholstered stacking chairs, rounded back",1951.84,123.0
151,ca-2017-114489,2017-05-12,2017-09-12,Standard Class,JE-16165,justin ellison,Corporate,United States,Franklin,Wisconsin,53132,Central,OFF-BI-10002735,Office Supplies,Binders,gbc prestige therm-a-bind covers,171.55,123.0
158,ca-2015-104269,2015-01-03,2015-06-03,Second Class,DB-13060,dave brooks,Consumer,United States,Seattle,Washington,98115,West,FUR-CH-10004063,Furniture,Chairs,global deluxe high-back manager's chair,457.568,151.0
161,ca-2017-162733,2017-11-05,2017-12-05,First Class,TT-21070,ted trevino,Consumer,United States,Los Angeles,California,90045,West,OFF-PA-10002751,Office Supplies,Paper,xerox 1920,5.98,30.0
164,ca-2017-113817,2017-07-11,2017-11-11,Standard Class,MJ-17740,max jones,Consumer,United States,Seattle,Washington,98115,West,OFF-BI-10004002,Office Supplies,Binders,wilson jones international size a4 ring binders,27.68,123.0
165,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10004441,Office Supplies,Art,bic brite liner highlighters,9.936,122.0
166,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-MA-10000822,Technology,Machines,lexmark mx611dhe monochrome laser printer,8159.952,122.0
167,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-ST-10000991,Office Supplies,Storage,space solutions hd industrial steel shelving.,275.928,122.0
168,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,FUR-CH-10004287,Furniture,Chairs,safco arco folding chair,1740.06,122.0
169,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AR-10002656,Office Supplies,Art,sanford liquid accent highlighters,32.064,122.0
170,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,OFF-AP-10002518,Office Supplies,Appliances,kensington 7 outlet masterpiece power center,177.98,122.0
171,ca-2015-139892,2015-08-09,2015-12-09,Standard Class,BM-11140,becky martin,Consumer,United States,San Antonio,Texas,78207,Central,TEC-PH-10003931,Technology,Phones,jbl micro wireless portable bluetooth speaker,143.976,122.0
172,ca-2015-118962,2015-05-08,2015-09-08,Standard Class,CS-12130,chad sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10000659,Office Supplies,Paper,"adams phone message book, professional, 400 message capacity, 5 3/6â x 11â",20.94,123.0
173,ca-2015-118962,2015-05-08,2015-09-08,Standard Class,CS-12130,chad sievert,Consumer,United States,Los Angeles,California,90004,West,OFF-PA-10001144,Office Supplies,Paper,xerox 1913,110.96,123.0
174,ca-2015-118962,2015-05-08,2015-09-08,Standard Class,CS-12130,chad sievert,Consumer,United States,Los Angeles,California,90004,West,FUR-CH-10003817,Furniture,Chairs,"global value steno chair, gray",340.144,123.0
181,ca-2015-166191,2015-05-12,2015-09-12,Second Class,DK-13150,david kendrick,Corporate,United States,Decatur,Illinois,62521,Central,OFF-ST-10003455,Office Supplies,Storage,"tenex file box, personal filing tote with lid, black",24.816,123.0
182,ca-2015-166191,2015-05-12,2015-09-12,Second Class,DK-13150,david kendrick,Corporate,United States,Decatur,Illinois,62521,Central,TEC-AC-10004659,Technology,Accessories,imationâ secure+ hardware encrypted usb 2.0â flash drive; 16gb,408.744,123.0
202,ca-2015-133690,2015-03-08,2015-05-08,First Class,BS-11755,bruce stewart,Consumer,United States,Denver,Colorado,80219,West,FUR-TA-10004289,Furniture,Tables,boxoffice by design rectangular and half-moon meeting room tables,218.75,61.0
203,ca-2015-133690,2015-03-08,2015-05-08,First Class,BS-11755,bruce stewart,Consumer,United States,Denver,Colorado,80219,West,OFF-AP-10003622,Office Supplies,Appliances,"bravo ii megaboss 12-amp hard body upright, replacement belts, 2 belts per pack",2.6,61.0
205,ca-2018-126382,2018-03-06,2018-07-06,Standard Class,HK-14890,heather kirkland,Corporate,United States,Franklin,Tennessee,37064,South,FUR-FU-10002960,Furniture,Furnishings,"eldon 200 class desk accessories, burgundy",35.168,122.0
207,ca-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,joseph holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10000642,Office Supplies,Storage,"tennsco lockers, gray",83.92,181.0
208,ca-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,joseph holt,Consumer,United States,Saginaw,Michigan,48601,Central,TEC-PH-10001700,Technology,Phones,panasonic kx-tg6844b expandable digital cordless telephone,131.98,181.0
209,ca-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,joseph holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-BI-10003274,Office Supplies,Binders,"avery durable slant ring binders, no labels",15.92,181.0
210,ca-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,joseph holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-FA-10000134,Office Supplies,Fasteners,"advantus push pins, aluminum head",52.29,181.0
211,ca-2018-135860,2018-01-12,2018-07-12,Standard Class,JH-15985,joseph holt,Consumer,United States,Saginaw,Michigan,48601,Central,OFF-ST-10001522,Office Supplies,Storage,"gould plastics 18-pocket panel bin, 34w x 5-1/4d x 20-1/2h",91.99,181.0
213,ca-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,victoria wilson,Corporate,United States,Medina,Ohio,44256,East,OFF-LA-10004544,Office Supplies,Labels,avery 505,23.68,213.0
214,ca-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,victoria wilson,Corporate,United States,Medina,Ohio,44256,East,FUR-BO-10004695,Furniture,Bookcases,o'sullivan 2-door barrister bookcase in odessa pine,452.45,213.0
215,ca-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,victoria wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-PH-10002844,Technology,Phones,speck products candyshell flip case,62.982,213.0
216,ca-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,victoria wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-MA-10000864,Technology,Machines,cisco 9971 ip video phone charcoal,1188.0,213.0
217,ca-2016-146262,2016-02-01,2016-09-01,Standard Class,VW-21775,victoria wilson,Corporate,United States,Medina,Ohio,44256,East,TEC-AC-10000109,Technology,Accessories,sony micro vault click 16 gb usb 2.0 flash drive,89.584,213.0
232,us-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,christopher schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10001705,Furniture,Tables,bush advantage collection round conference table,233.86,153.0
233,us-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,christopher schild,Home Office,United States,Tampa,Florida,33614,South,FUR-TA-10003473,Furniture,Tables,bretford rectangular conference table tops,620.6145,153.0
234,us-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,christopher schild,Home Office,United States,Tampa,Florida,33614,South,OFF-BI-10001679,Office Supplies,Binders,gbc instant index system for binding systems,5.328,153.0
235,us-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,christopher schild,Home Office,United States,Tampa,Florida,33614,South,FUR-FU-10004017,Furniture,Furnishings,"tenex contemporary contur chairmats for low and medium pile carpet, computer, 39"" x 49""",258.072,153.0
236,us-2018-100930,2018-07-04,2018-12-04,Standard Class,CS-12400,christopher schild,Home Office,United States,Tampa,Florida,33614,South,TEC-AC-10003832,Technology,Accessories,logitechâ p710e mobile speakerphone,617.976,153.0
238,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-PA-10003349,Office Supplies,Paper,xerox 1957,25.92,153.0
239,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10000576,Furniture,Furnishings,luxo professional fluorescent magnifier lamp with clamp-mount base,419.68,153.0
240,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10004351,Furniture,Furnishings,staple-based wall hangings,11.688,153.0
241,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,TEC-PH-10000011,Technology,Phones,puregear roll-on screen protector,31.984,153.0
242,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-TA-10002607,Furniture,Tables,ki conference tables,177.225,153.0
243,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,FUR-FU-10002505,Furniture,Furnishings,eldon 100 class desk accessories,4.044,153.0
244,ca-2017-157749,2017-04-06,2017-09-06,Second Class,KL-16645,ken lonsdale,Consumer,United States,Chicago,Illinois,60610,Central,OFF-AR-10004685,Office Supplies,Art,"binney & smith crayola metallic colored pencils, 8-color set",7.408,153.0
245,ca-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,dianna wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,FUR-CH-10004063,Furniture,Chairs,global deluxe high-back manager's chair,2001.86,151.0
246,ca-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,dianna wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-ST-10002276,Office Supplies,Storage,safco steel mobile file cart,166.72,151.0
247,ca-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,dianna wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10004082,Office Supplies,Paper,"adams telephone message book w/frequently-called numbers space, 400 messages per book",47.88,151.0
248,ca-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,dianna wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-AP-10002945,Office Supplies,Appliances,honeywell enviracaire portable hepa air cleaner for 17' x 22' room,1503.25,151.0
249,ca-2015-131926,2015-01-06,2015-06-06,Second Class,DW-13480,dianna wilson,Home Office,United States,Lakeville,Minnesota,55044,Central,OFF-PA-10000061,Office Supplies,Paper,xerox 205,25.92,151.0
259,ca-2018-163139,2018-01-12,2018-03-12,Second Class,CC-12670,craig carreira,Consumer,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,sabrent 4-port usb 2.0 hub,20.37,59.0
260,ca-2018-163139,2018-01-12,2018-03-12,Second Class,CC-12670,craig carreira,Consumer,United States,New York City,New York,10009,East,OFF-ST-10002790,Office Supplies,Storage,safco industrial shelving,221.55,59.0
261,ca-2018-163139,2018-01-12,2018-03-12,Second Class,CC-12670,craig carreira,Consumer,United States,New York City,New York,10009,East,OFF-BI-10003460,Office Supplies,Binders,acco 3-hole punch,17.52,59.0
262,us-2018-155299,2018-08-06,2018-12-06,Standard Class,Dl-13600,dorris liebe,Corporate,United States,Pasadena,Texas,77506,Central,OFF-AP-10002203,Office Supplies,Appliances,eureka disposable bags for sanitaire vibra groomer i upright vac,1.624,122.0
283,ca-2016-130890,2016-02-11,2016-06-11,Standard Class,JO-15280,jas o'carroll,Consumer,United States,Los Angeles,California,90004,West,FUR-TA-10002903,Furniture,Tables,"bevis round bullnose 29"" high table top",1038.84,121.0
305,ca-2016-144253,2016-04-05,2016-09-05,Second Class,AS-10225,alan schoenberger,Corporate,United States,New York City,New York,10024,East,FUR-FU-10002671,Furniture,Furnishings,electrix 20w halogen replacement bulb for zoom-in desk lamp,26.8,153.0
307,ca-2015-111003,2015-01-06,2015-06-06,Standard Class,CR-12625,corey roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-BI-10001072,Office Supplies,Binders,"gbc clear cover, 8-1/2 x 11, unpunched, 25 covers per pack",45.48,151.0
308,ca-2015-111003,2015-01-06,2015-06-06,Standard Class,CR-12625,corey roper,Home Office,United States,Lakewood,New Jersey,8701,East,OFF-AR-10002135,Office Supplies,Art,boston heavy-duty trimline electric pencil sharpeners,289.2,151.0
318,ca-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,nathan mautz,Home Office,United States,New York City,New York,10024,East,FUR-CH-10002602,Furniture,Chairs,dmi arturo collection mission-style design wood chair,135.882,153.0
319,ca-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,nathan mautz,Home Office,United States,New York City,New York,10024,East,TEC-MA-10002927,Technology,Machines,canon imageclass mf7460 monochrome digital laser multifunction copier,3991.98,153.0
320,ca-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,nathan mautz,Home Office,United States,New York City,New York,10024,East,TEC-PH-10004093,Technology,Phones,panasonic kx-ts550,275.94,153.0
321,ca-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,nathan mautz,Home Office,United States,New York City,New York,10024,East,TEC-AC-10000892,Technology,Accessories,netgear n750 dual band wi-fi gigabit router,360.0,153.0
322,ca-2015-164973,2015-04-11,2015-09-11,Standard Class,NM-18445,nathan mautz,Home Office,United States,New York City,New York,10024,East,OFF-ST-10002974,Office Supplies,Storage,"trav-l-file heavy-duty shuttle ii, black",43.57,153.0
326,ca-2018-153339,2018-03-11,2018-05-11,Second Class,DJ-13510,don jones,Corporate,United States,Murfreesboro,Tennessee,37130,South,FUR-FU-10001967,Furniture,Furnishings,telescoping adjustable floor lamp,15.992,61.0
335,ca-2016-137946,2016-01-09,2016-04-09,Second Class,DB-13615,doug bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10001922,Office Supplies,Binders,storex dura pro binders,4.752,91.0
336,ca-2016-137946,2016-01-09,2016-04-09,Second Class,DB-13615,doug bickford,Consumer,United States,Los Angeles,California,90045,West,TEC-CO-10001449,Technology,Copiers,hewlett packard laserjet 3310 copier,959.984,91.0
337,ca-2016-137946,2016-01-09,2016-04-09,Second Class,DB-13615,doug bickford,Consumer,United States,Los Angeles,California,90045,West,OFF-BI-10004140,Office Supplies,Binders,avery non-stick binders,14.368,91.0
347,ca-2018-134306,2018-08-07,2018-12-07,Standard Class,TD-20995,tamara dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10004027,Office Supplies,Art,"binney & smith inktank erasable desk highlighter, chisel tip, yellow, 12/box",7.56,122.0
348,ca-2018-134306,2018-08-07,2018-12-07,Standard Class,TD-20995,tamara dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-PA-10000249,Office Supplies,Paper,easy-staple paper,24.56,122.0
349,ca-2018-134306,2018-08-07,2018-12-07,Standard Class,TD-20995,tamara dahlen,Consumer,United States,Lowell,Massachusetts,1852,East,OFF-AR-10001374,Office Supplies,Art,"bic brite liner highlighters, chisel tip",12.96,122.0
350,ca-2017-129714,2017-01-09,2017-03-09,First Class,AB-10060,adam bellavance,Home Office,United States,New York City,New York,10009,East,TEC-AC-10000290,Technology,Accessories,sabrent 4-port usb 2.0 hub,6.79,59.0
351,ca-2017-129714,2017-01-09,2017-03-09,First Class,AB-10060,adam bellavance,Home Office,United States,New York City,New York,10009,East,OFF-PA-10001970,Office Supplies,Paper,xerox 1881,24.56,59.0
352,ca-2017-129714,2017-01-09,2017-03-09,First Class,AB-10060,adam bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10002160,Office Supplies,Binders,acco hanging data binders,3.048,59.0
354,ca-2017-129714,2017-01-09,2017-03-09,First Class,AB-10060,adam bellavance,Home Office,United States,New York City,New York,10009,East,OFF-BI-10004995,Office Supplies,Binders,gbc docubind p400 electric binding system,4355.168,59.0
360,ca-2018-155698,2018-08-03,2018-11-03,First Class,VB-21745,victoria brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-AP-10001124,Office Supplies,Appliances,belkin 8 outlet surgemaster ii gold surge protector with phone protection,647.84,92.0
361,ca-2018-155698,2018-08-03,2018-11-03,First Class,VB-21745,victoria brennan,Corporate,United States,Columbus,Georgia,31907,South,OFF-LA-10001158,Office Supplies,Labels,"avery address/shipping labels for typewriters, 4"" x 2""",20.7,92.0
387,ca-2016-122756,2016-03-12,2016-07-12,Standard Class,DK-13225,dean katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,TEC-MA-10001681,Technology,Machines,lexmark marknet n8150 wireless print server,482.34,122.0
388,ca-2016-122756,2016-03-12,2016-07-12,Standard Class,DK-13225,dean katz,Corporate,United States,Philadelphia,Pennsylvania,19140,East,FUR-FU-10001935,Furniture,Furnishings,3m hangers with command adhesive,2.96,122.0
394,us-2015-134971,2015-07-06,2015-10-06,Second Class,BP-11095,bart pistole,Corporate,United States,Peoria,Illinois,61604,Central,OFF-BI-10003982,Office Supplies,Binders,wilson jones century plastic molded ring binders,12.462,92.0
399,ca-2017-108987,2017-08-09,2017-10-09,Second Class,AG-10675,anna gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10001580,Office Supplies,Storage,super decoflex portable personal file,35.952,61.0
400,ca-2017-108987,2017-08-09,2017-10-09,Second Class,AG-10675,anna gayman,Consumer,United States,Houston,Texas,77036,Central,FUR-BO-10004834,Furniture,Bookcases,"riverside palais royal lawyers bookcase, royale cherry finish",2396.2656,61.0
401,ca-2017-108987,2017-08-09,2017-10-09,Second Class,AG-10675,anna gayman,Consumer,United States,Houston,Texas,77036,Central,OFF-ST-10000934,Office Supplies,Storage,"contico 72""h heavy-duty storage system",131.136,61.0
402,ca-2017-108987,2017-08-09,2017-10-09,Second Class,AG-10675,anna gayman,Consumer,United States,Houston,Texas,77036,Central,TEC-AC-10000158,Technology,Accessories,sony 64gb class 10 micro sdhc r40 memory card,57.584,61.0
406,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,TEC-AC-10000158,Technology,Accessories,sony 64gb class 10 micro sdhc r40 memory card,179.95,122.0
407,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,TEC-CO-10004115,Technology,Copiers,sharp al-1530cs digital copier,1199.976,122.0
408,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10003724,Office Supplies,Paper,"wirebound message book, 4 per page",27.15,122.0
409,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,FUR-TA-10002041,Furniture,Tables,"bevis round conference table top, x-base",1004.024,122.0
410,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10002893,Office Supplies,Paper,"wirebound service call books, 5 1/2"" x 4""",9.68,122.0
411,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,OFF-LA-10003766,Office Supplies,Labels,self-adhesive removable labels,28.35,122.0
412,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,OFF-PA-10001970,Office Supplies,Paper,xerox 1908,55.98,122.0
413,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,FUR-BO-10001972,Furniture,Bookcases,o'sullivan 4-shelf bookcase in odessa pine,1336.829,122.0
414,ca-2018-117457,2018-08-12,2018-12-12,Standard Class,KH-16510,keith herrera,Consumer,United States,San Francisco,California,94110,West,FUR-CH-10003956,Furniture,Chairs,novimex high-tech fabric mesh task chair,113.568,122.0
415,ca-2018-142636,2018-03-11,2018-07-11,Standard Class,KC-16675,kimberly carter,Corporate,United States,Seattle,Washington,98105,West,OFF-PA-10000157,Office Supplies,Paper,xerox 191,139.86,122.0
